"日期
/Date",温室最高温度/Tmax (℃),温室最低温度/Tmin (℃),温室24小时均温/T24hs-Avg (℃),温室日间均温/Td-Avg (℃),温室夜间均温/Tn-Avg (℃),最高相对湿度/RHmax (%),最低相对湿度/RHmin (%),24小时平均相对湿度/RH24hs-Avg (%),日间平均相对湿度/RHd-Avg (%),夜间平均相对湿度/RHn-Avg (%),"最高湿度差
/HDmax (g/m3)","最低湿度差
/HDmin (g/m3)","24小时平均湿度差
/HD24hs-Avg (g/m3)","日间平均湿度差
/HDd-Avg (g/m3)","夜间平均湿度差
/HDn-Avg (g/m3)","最高CO2浓度
/CO2 Max (ppm)","最低CO2浓度
/CO2 Min (ppm)","24小时平均CO2浓度
/CO2 24hs-Avg (ppm)","日间平均CO2浓度
/CO2 d-Avg (ppm)","夜间平均CO2浓度
/CO2 n-Avg (ppm)",轨道加热日间管温/Railpipe Td (℃),轨道加热夜间管温/Railpipe Tn (℃),作物加热日间管温/Growpipe Td (℃),作物加热夜间管温/Growpipe Tn (℃),"遮阴幕布启用时长
/Shading Screen Duration (hs)","保温幕布启用时长
/Energy Screen Duration (hs)",OT
3/16/2023,22.8 ,14.1 ,17.4 ,19.6 ,15.2 ,90.0 ,65.0 ,83.0 ,79.0 ,87.0 ,5.7,1.3 ,2.6 ,3.6 ,1.7 ,857 ,282 ,663 ,590 ,736 ,21.7 ,16.3 ,30.7 ,21.5 ,11.45 ,12.30 ,12969
3/17/2023,26.1 ,14.3 ,18.8 ,22.1 ,15.5,89.0 ,63.0 ,81.0 ,77.0 ,85,7.6 ,1.4 ,3.3 ,4.6 ,2.0 ,783 ,436 ,615 ,629 ,602 ,21.2 ,18.3,30.9 ,22.7,11.25 ,13.00 ,14286
3/18/2023,26.7 ,13.8 ,18.6 ,21.8 ,15.3 ,90.0 ,57.0 ,81.0 ,79.0 ,82.0 ,7.3 ,1.5 ,3.2 ,4.1 ,2.3 ,869 ,349 ,569 ,535 ,603 ,19.2 ,20.2 ,29.1 ,22.6 ,12.05 ,13.20 ,10893
3/19/2023,25.7 ,14.5 ,19.0 ,22.3 ,15.6 ,93.0 ,64.0 ,83.0 ,78.0 ,88.0 ,8.3 ,1.0 ,3.0 ,4.4 ,1.7 ,699 ,396 ,578 ,558 ,598 ,20.6 ,16.0 ,26.6 ,24.4 ,9.25 ,10.20 ,10725
3/20/2023,25.5 ,14.2 ,18.5 ,21.4 ,15.5 ,92.0 ,64.0 ,83.0 ,79.0 ,86.0 ,6.7 ,1.0 ,2.9 ,4.0 ,1.8 ,714 ,370 ,562 ,526 ,598 ,15.1 ,15.7 ,32.2 ,24.4 ,8.05 ,9.00 ,9162
3/21/2023,26.3 ,14.9 ,19.6 ,22.6 ,16.5 ,93.0 ,75.0 ,85.0 ,81.0 ,90.0 ,5.7 ,0.9 ,2.7 ,3.9 ,1.4 ,712 ,452 ,590 ,592 ,588 ,16.1 ,15.8 ,28.9 ,23.6 ,7.00 ,7.55 ,6877
3/22/2023,23.9 ,14.2 ,17.5 ,19.7 ,15.3 ,95.0 ,68.0 ,88.0 ,88.0 ,88.0 ,4.5 ,0.9 ,1.8 ,2.0 ,1.6 ,687 ,376 ,547 ,497 ,599 ,15.4 ,16.8 ,30.8 ,23.0 ,10.55 ,11.50 ,8648
3/23/2023,26.0 ,14.7 ,19.2 ,22.4 ,15.8 ,96.0 ,65,86.0 ,80.0 ,93.0 ,6.9 ,0.5 ,2.6 ,4.2 ,0.9 ,761 ,409 ,645 ,580 ,714 ,20.7 ,16.4 ,29.2 ,24.6 ,11.15 ,12.10 ,7928
3/24/2023,26.1 ,14.0 ,18.8 ,22.2 ,15.4 ,93.0 ,61.0 ,83.0 ,82.0 ,85.0 ,6.2 ,1.1 ,2.9 ,3.7 ,2.0 ,800 ,520 ,620 ,644 ,596 ,19.5 ,19.5 ,28.7 ,26.3 ,11.35 ,13.05 ,9009
3/25/2023,24.8 ,14.2 ,18.5 ,21.5 ,15.3 ,94.0 ,62.0 ,86.0 ,85.0 ,87.0 ,5.3 ,0.9 ,2.3 ,2.9 ,1.8 ,657 ,281 ,493 ,406 ,584 ,19.5 ,20.6 ,32.5 ,25.8 ,10.50 ,15.30 ,8737
3/26/2023,26.5 ,14.0 ,19.3 ,22.8 ,15.5 ,92.0 ,52.0 ,81.0 ,79.0 ,84.0 ,8.4 ,1.3 ,3.3 ,4.3 ,2.2 ,682 ,314 ,546 ,493 ,602 ,21.3 ,16.8 ,25.7 ,26.4 ,14.50 ,15.30 ,9589
3/27/2023,26.2 ,14.3 ,19.2 ,22.6 ,15.7 ,91.0 ,54.0 ,83.0 ,80.0 ,87.0 ,8.2 ,1.1 ,3.0 ,4.3 ,1.8 ,683 ,423 ,564 ,525 ,606 ,16.3 ,15.1 ,28.9 ,23.9 ,12.05 ,12.55 ,7602
3/28/2023,26.5 ,14.3 ,19.5 ,23.1 ,15.8 ,93.0 ,48.0 ,81.0 ,76.0 ,86.0 ,12.0 ,0.8 ,5.3 ,5.3 ,1.9 ,695 ,447 ,573 ,562 ,584 ,14.5 ,17.9 ,31.7 ,24.0 ,3.50 ,4.40 ,7988
3/29/2023,26.8 ,13.9 ,19.5 ,23.0 ,15.8 ,92.0 ,68.0 ,82.0 ,79.0 ,86.0 ,7.4 ,1.2 ,3.2 ,4.5 ,1.9 ,659 ,459 ,578 ,558 ,599 ,19.0 ,21.0 ,28.4 ,22.0 ,2.20 ,3.05 ,6563
3/30/2023,26.5 ,14.1 ,19.4 ,22.8 ,15.6 ,94.0 ,66.0 ,84.0 ,79.0 ,89.0 ,7.5 ,0.8 ,3.0 ,4.4 ,1.5 ,671 ,432 ,573 ,552 ,596 ,20.9 ,15.6 ,29.5 ,24.4 ,5.00 ,5.00 ,8184
3/31/2023,26.2 ,13.8 ,19.2 ,22.5 ,15.6 ,95.0 ,70.0 ,86.0 ,82.0 ,90.0 ,7.0 ,0.7 ,2.7 ,3.8 ,1.4 ,676 ,402 ,531 ,481 ,585 ,14.0 ,14.6 ,31.6 ,25.2 ,4.25 ,5.20 ,8770
4/1/2023,26.5 ,14.0 ,19.3 ,22.6 ,15.8 ,95.0 ,71.0 ,86.0 ,81.0 ,91.0 ,7.3 ,0.7 ,2.6 ,3.9 ,1.2 ,722 ,376 ,552 ,496 ,583 ,17.4 ,15.3 ,31.9 ,24.7 ,8.00 ,7.20 ,8783
4/2/2023,26.8 ,15.4 ,19.9 ,23.0 ,16.6 ,97.0 ,70.0 ,86.0 ,82.0 ,92.0 ,6.9 ,0.4 ,2.6 ,3.9 ,1.2 ,725 ,401 ,577 ,542 ,615 ,14.2 ,14.2 ,31.4 ,25.2 ,8.45 ,9.15 ,9346
4/3/2023,24.0 ,14.8 ,17.8 ,19.9 ,15.5 ,96.0 ,57.0 ,86.0 ,80.0 ,93.0 ,6.3 ,0.5 ,2.2 ,3.4 ,0.9 ,814 ,376 ,625 ,548 ,711 ,14.2 ,14.2 ,31.3 ,23.8 ,12.00 ,13.20 ,10104
4/4/2023,20.1 ,13.6 ,16.3 ,17.9 ,14.6 ,97.0 ,86.0 ,94.0 ,95.0 ,93.0 ,2.0 ,0.4 ,0.8 ,0.8 ,0.9 ,902 ,516 ,685 ,689 ,681 ,17.1 ,14.9 ,39.5 ,24.1 ,12.15 ,21.55 ,9577
4/5/2023,21.2 ,13.3 ,16.4 ,18.2 ,14.4 ,98.0 ,79.0 ,92.0 ,91.0 ,92.0 ,3.1 ,0.2 ,1.2 ,1.3 ,1.0 ,675 ,443 ,555 ,538 ,574 ,22.5 ,14.9 ,40.1 ,24.4 ,11.00 ,18.00 ,8711
4/6/2023,20.1 ,13.0 ,16.3 ,18.0 ,14.4 ,97.0 ,81.0 ,92.0 ,93.0 ,90.0 ,2.6 ,0.3 ,1.1 ,1.0 ,1.2 ,784 ,409 ,567 ,544 ,593 ,15.2 ,15.1 ,40.2 ,24.4 ,11.25 ,21.45 ,7893
4/7/2023,26.2 ,14.0 ,19.1 ,22.6 ,15.2 ,97.0 ,67.0 ,86.0 ,80.0 ,93.0 ,7.9 ,0.4 ,2.7 ,4.2 ,0.9 ,709 ,430 ,590 ,604 ,574 ,20.4 ,15.5 ,28.0 ,24.0 ,15.55 ,16.35 ,9190
4/8/2023,26.2 ,14.4 ,19.2 ,22.6 ,15.3 ,95.0 ,67.0 ,87.0 ,82.0 ,93.0 ,8.1 ,0.6 ,2.5 ,3.8 ,0.9 ,692 ,454 ,598 ,588 ,574 ,14.4 ,14.4 ,28.8 ,23.9 ,13.25 ,13.55 ,9597
4/9/2023,26.3 ,17.0 ,20.2 ,22.6 ,17.4 ,98.0 ,71.0 ,88.0 ,81.0 ,96.0 ,7.2 ,0.3 ,2.4 ,4.0 ,0.6 ,691 ,471 ,610 ,602 ,620 ,14.4 ,14.4 ,29.4 ,25.2 ,4.35 ,4.35 ,9879
4/10/2023,26.6 ,17.50 ,21.0 ,23.0 ,18.6 ,97.0 ,70,87.0 ,81.0 ,94.0 ,6.9 ,0.4 ,2.7 ,4.2 ,1.0 ,728 ,471 ,563 ,557 ,571 ,21.3 ,18.5 ,29.4 ,25.7,4.35,3.40 ,10435
4/11/2023,24.6 ,14.0 ,17.9 ,20.4 ,15.1 ,97.0 ,72.0 ,88.0 ,82.0 ,95.0 ,6.1 ,0.4 ,2.1 ,3.4 ,0.6 ,893 ,426 ,627 ,618 ,637 ,25.2 ,15.5 ,31.1 ,23.4 ,9.40 ,9.35 ,15395
4/12/2023,26.0 ,15.1 ,19.7 ,22.3 ,16.5 ,97.0 ,70.0 ,87.0 ,82.0 ,91.0 ,7.3 ,0.4 ,2.6 ,3.7 ,1.2 ,746 ,394 ,585 ,593 ,575 ,14.6 ,14.6 ,28.3 ,24.4 ,1.20 ,1.40 ,15961
4/13/2023,24.6 ,16.4 ,19.6 ,21.5 ,17.5 ,98.0 ,75.0 ,92.0 ,88.0 ,97.0 ,5.7 ,0.3 ,1.5 ,2.4 ,0.4 ,797 ,428 ,612 ,560 ,674 ,14.6 ,14.6 ,28.9 ,17.1 ,0.00 ,0.00 ,16126
4/14/2023,23.5 ,13.6 ,17.8 ,20.3 ,14.7 ,98.0 ,77.0 ,93.0 ,90.0 ,95.0 ,4.6 ,0.2 ,1.2 ,1.8 ,0.6 ,810 ,401 ,565 ,522 ,617 ,14.6 ,20.2 ,15.9 ,19.4 ,7.15 ,7.15 ,16447
4/15/2023,25.8 ,13.1 ,17.8 ,20.3 ,14.8 ,97.0 ,72,90.0 ,86.0 ,95.0 ,6.0 ,0.3 ,1.8 ,2.7 ,0.7 ,861 ,405 ,599 ,577 ,624 ,23.8 ,22.7 ,26.1 ,25.6 ,9.55 ,10.50 ,13053
4/16/2023,26.3 ,14.1 ,19.4 ,22.7 ,15.3 ,97.0 ,66.0 ,87.0 ,82.0 ,93.0 ,8.3 ,0.4 ,2.6 ,4.0 ,0.9 ,833 ,427 ,593 ,606 ,577 ,26.4 ,19.4 ,24.1 ,23.0 ,12.55 ,9.55 ,13173
4/17/2023,26.4 ,15.8 ,20.3 ,22.9 ,17.2 ,98.0 ,76.0 ,91.0 ,87.0 ,96.0 ,6.0 ,0.3 ,1.9 ,2.9 ,0.6 ,801 ,459 ,610 ,598 ,625 ,23.1 ,19.6 ,23.5 ,23.2 ,3.55 ,5.15 ,13701
4/18/2023,26.4 ,13.7 ,19.2 ,22.7 ,15.0 ,97.0 ,70.0 ,90.0 ,86.0 ,94.0 ,5.5,0.3 ,2.0 ,3.1 ,0.7 ,816 ,474 ,594 ,610 ,574 ,23.4 ,19.3 ,23.7 ,23.4 ,8.55 ,10.20 ,14044
4/19/2023,26.3 ,15.7 ,20.6 ,23.2 ,17.6 ,96.0 ,69.0 ,88.0 ,87.0 ,90.0 ,6.5 ,0.6 ,2.3 ,3.1 ,1.4 ,797 ,462 ,590 ,610 ,565 ,23.8 ,19.2 ,22.8 ,23.3 ,6.30 ,7.50 ,14097
4/20/2023,23.8 ,13.7 ,17.1 ,19.0 ,14.8 ,97.0 ,79.0 ,91.0 ,90.0 ,92.0 ,3.4 ,0.4,1.3 ,1.6 ,0.9,790 ,455 ,558 ,553 ,564 ,21.5 ,17.5 ,21.0 ,24.0 ,11.20 ,12.45 ,15360
4/21/2023,23.7 ,13.6 ,16.6 ,18.2 ,14.7 ,97.0 ,75.0 ,93.0 ,91.0 ,96.0 ,4.4 ,0.3 ,1.1 ,1.5 ,0.6 ,883 ,490 ,646 ,655 ,634 ,22.8 ,20.0 ,25.4 ,27.4 ,11.30 ,20.20 ,16332
4/22/2023,23.1 ,13.5 ,16.7 ,18.3 ,14.7 ,98.0 ,70.0 ,93.0 ,90.0 ,96.0 ,5.0 ,0.3 ,1.1 ,1.5 ,0.5 ,727 ,368 ,570 ,546 ,600 ,25.3 ,18.6 ,31.7 ,28.0 ,11.25 ,15.10 ,12935
4/23/2023,22.2 ,13.7 ,16.7 ,18.3 ,14.7 ,98.0 ,77.0 ,93.0 ,91.0 ,96.0 ,3.6 ,0.3 ,0.9 ,1.3 ,0.5 ,656 ,287 ,529 ,474 ,598 ,22.0 ,18.0 ,31.6 ,28.2 ,11.25 ,15.05 ,8302
4/24/2023,25.2 ,13.9,18.5 ,21.1 ,15.1 ,98,62.0 ,89.0 ,85.0 ,93.0 ,6.2 ,0.3 ,1.9 ,2.7 ,0.9 ,907 ,421 ,590 ,582 ,598 ,23.2 ,20.9 ,27.8 ,26.8 ,10.30 ,12.10 ,8388
4/25/2023,26.4,13.9,19.4,22.3,15.8,97,61,85,82,88,9.2,0.5,2.9,3.9,1.7,895 ,417 ,598 ,616 ,576 ,20.7,20.4,28.7,29.5,14.10 ,16.30 ,10847
